date,home_team,away_team,home_score,away_score,result
2025-04-18,00 1566 Κρι Βλει Πιπερ Μιλς Γουιτχοκ 1.28 4.75 6.85,3 - 0 1,2,0,home
2025-04-18,00 1588 Λοις Καρσλτον Αθλτικ 2.52 3.30 2.30,1 - 3 2,1,0,home
2025-04-18,00 1589 Μπιλερικι Φλκεστοουν Ινβκτα 1.28 4.75 7.15,2 - 0 1,0,0,draw
2025-04-18,00 1590 Ντρτφορντ Ντβερ 1.97 3.30 3.10,3 - 1 1,2,0,home
2025-04-18,00 1591 Τστσεστερ Στι Τσσχαντ 1.58 3.90 4.00,4 - 0 1,3,0,home
2025-04-18,00 1592 Χρσχαμ Κρι Γουντερερς 1.37 4.35 6.00,3 - 0 1,1,0,home
2025-04-18,00 1593 λβετσερτς Χτσιν Τουν 1.52 4.00 4.50,4 - 1 1,3,1,home
2025-04-18,00 1594 Γκλουσεστερ Μρλοου 1.14 6.75 9.25,7 - 0 1,6,0,home
2025-04-18,00 1595 Μπεσινγκστουκ Ττον 3.75 4.25 1.58,0 - 0 X,0,0,draw
2025-04-18,00 1597 Ρντιτς Χρμπορο Τουν 2.47 3.35 2.32,0 - 1 2,0,1,away
2025-04-18,00 1598 Σλινγκ Μρτιρ Τουν 3.50 3.90 1.68,0 - 3 2,0,2,away
2025-04-18,00 1599 Τλφορντ Λβεστοφτ 1.09 7.50 11.50,7 - 1 1,5,1,home
2025-04-18,00 1600 Φρουμ Τουν Ντρτσεστερ 3.15 3.45 1.91,2 - 3 2,1,2,away
2025-04-18,00 1601 Χνγκερφορντ Τουν Γουμπορν Τουν 1.75 3.60 3.50,1 - 1 X,0,0,draw
2025-04-18,00 1602 ουντα Τοκουμς 2000 1.22 5.50 8.75,2 - 0 1,1,0,home
2025-04-18,00 1636 Κουρεσρε Πρνου Βπρους 2.90 3.15 2.12,1 - 0 1,1,0,home
2025-04-18,00 1641 Γκρτα κρανες 6.75 5.50 1.25,1 - 4 2,0,1,away
2025-04-18,00 1642 Σλφος Χαουκρ 1.57 4.25 4.00,4 - 0 1,2,0,home
2025-04-18,00 1658 Γκφλε Βσαλουντς 3.35 3.40 1.85,1 - 2 2,1,0,home
2025-04-18,00 1659 Λοντς σκαρσαμνς ΑΚ 1.41 4.25 5.35,3 - 0 1,1,0,home
2025-04-18,00 1660 ΙΦΚ Σκβντε Ρζενγκαρντ 3.20 3.40 1.90,1 - 2 2,1,1,draw
2025-04-18,00 1661 ΙΦΚ Χνινγκε Κρλσταντ ΒΚ 2.30 3.45 2.45,2 - 1 1,1,0,home
2025-04-18,00 1662 Χσλεχολμ ΙΦ Τρολχταν 2.18 3.20 2.75,0 - 2 2,0,1,away
2025-04-18,15 - Ταμπρ Τργκλαβ,2 - 0 1,0,0,draw
2025-04-18,15 1596 Πουλ Τουν Σουντον Σουπερμαρν 2.10 3.60 2.65,4 - 0 1,1,0,home
2025-04-18,15 1649 Αλ Κχαλιντγια Στρα 1.48 3.70 5.35,3 - 2 1,1,2,away
2025-04-18,25 - Αλ Γιαρμοκ Κουβιτ Κζμα,3 - 2 1,1,1,draw
2025-04-18,30 - Σλουτσκ Σλβια Μοζρ,1 - 2 2,1,1,draw
2025-04-18,30 - Ζελζνιτσαρ Μπνια Λοκα Σλμποντα Νβι Γκραντ,1 - 0 1,1,0,home
2025-04-18,30 - Σαμορν Ζλτε Μορφτσε,0 - 2 2,0,1,away
2025-04-18,30 824 Ρο βε Σντα Κλρα 3.05 3.00 2.37,1 - 1 X,1,0,home
2025-04-18,30 825 Φαρνσε Μποαβστα 1.81 3.35 4.35,0 - 1 2,0,0,draw
2025-04-18,30 1640 Περσπολις Σεπαχν 2.60 2.70 2.80,0 - 2 2,0,2,away
2025-04-18,30 1675 Μγκρα Σαορα 2.17 2.95 3.00,2 - 0 1,0,0,draw
2025-04-18,30 1676 ΒΚΜΑ Γιερεβν Σιρκ,3 - 2 1,0,0,draw
2025-04-18,00 - Γιντραν Ντεκνι ΝΝ Γκριτσα,2 - 4 2,1,0,home
2025-04-18,00 - Τλμιν Μπελτντσι,0 - 2 2,0,1,away
2025-04-18,00 - Ποχρνιε Πετρζλκα,2 - 5 2,1,2,away
2025-04-18,00 826 Ντιναμ Κιβου μπολον Κιβου 1.21 5.50 10.75,3 - 0 1,1,0,home
2025-04-18,00 1525 Αρζ Τουρν Τοβοζ,1 - 1 X,0,1,away
2025-04-18,00 1603 Κεντσλα Παραντο 1.85 3.05 3.70,2 - 2 X,2,1,home
2025-04-18,00 1677 Γιμπλονετς Β Ιμπερατρζ,3 - 3 X,1,1,draw
2025-04-18,15 - Κζιλκουμ Κκαντ 1912,1 - 0 1,0,0,draw
2025-04-18,30 - Ατλτικο Μαδρτης Γ Γκραν. Τενερφη Γ,2 - 0 1,2,0,home
2025-04-18,30 - Γιουβντους Γ Μλαν Γ,2 - 0 1,1,0,home
2025-04-18,30 1604 Αλ Γκαρφα Αλ Σχαχανγια 1.97 3.65 2.90,1 - 2 2,1,2,away
2025-04-18,30 1605 Αλ Ραγιν Κατρ ΣΚ 1.44 4.35 5.00,2 - 0 1,0,0,draw
2025-04-18,30 1606 Αλ Σαμλ Αλ Βκρα 2.08 3.55 2.75,1 - 0 1,0,0,draw
2025-04-18,30 1607 Αλ Σαντ Αλ Αχλ Ντχα 1.15 6.85 9.75,5 - 0 1,3,0,home
2025-04-18,30 1608 Αλ Κχορ Αλ Ντουχαλ 6.50 5.25 1.28,0 - 1 2,0,0,draw
2025-04-18,30 1609 Ουμ Σαλλ Αλ Αρμπι Ντχα 3.50 3.65 1.77,2 - 0 1,1,0,home
2025-04-18,00 - Τσεζνα U20 Μπολνια U20,1 - 0 1,0,0,draw
2025-04-18,00 - Γκοσκ Γκαμπλα Σλγκα Ντμπο,1 - 2 2,0,0,draw
2025-04-18,00 - Παραντσο Γιονγκ Μπις ΙΙ,1 - 1 X,0,0,draw
2025-04-18,00 - Κορεκαμνος ΙΙ Λμπος ULMX,0 - 0 X,0,0,draw
2025-04-18,00 827 Αοστρια Λουστενου Λφερινγκ 2.40 3.20 2.67,1 - 2 2,0,2,away
2025-04-18,00 828 Κπφενμπεργκ μστετεν 2.45 3.35 2.52,3 - 2 1,2,1,home
2025-04-18,00 829 Λαφντζ Βιτσμπεργκ 3.40 3.65 1.87,1 - 3 2,1,1,draw
2025-04-18,00 830 Σεντ Πλτεν Ριντ 2.77 3.15 2.35,1 - 2 2,0,1,away
2025-04-18,00 832 Φλοριντσντρφερ Ραπντ Βιννης ΙΙ 1.92 3.35 3.50,2 - 0 1,1,0,home
2025-04-18,00 833 Χορν Μπργκενζ 2.15 3.50 2.85,3 - 2 1,3,1,home
2025-04-18,00 834 Λφσκι Κρομοβγκραντ ΤΣΣΚΑ Σφιας 8.25 4.50 1.28,1 - 0 1,0,0,draw
2025-04-18,00 1610 Φολαντ Σαμς Αζρ Καζβν 1.64 3.25 5.15,1 - 0 1,1,0,home
2025-04-18,00 1637 Χρτζου JK Λγκρι Ταμκα Τρτου 2.52 3.20 2.35,4 - 1 1,0,1,away
2025-04-18,00 1643 Μπρινταμπλικ Φιολνρ 1.14 7.00 9.50,5 - 0 1,1,0,home
2025-04-18,05 835 Αλ Κχολοντ Νταμκ 1.95 3.40 3.30,1 - 3 2,0,2,away
2025-04-18,20 836 Αλ Αχλ Τζντα Αλ Φιχα 1.25 5.00 8.35,5 - 0 1,3,0,home
2025-04-18,30 - ΦΚ Μινσκ Γκμελ,1 - 0 1,1,0,home
2025-04-18,30 - Ναφτ Αλ Τζανομπ Αλ Κασμ,2 - 2 X,0,1,away
2025-04-18,30 837 Σφιλντ Γιουνιτεντ Κρντιφ 1.55 4.00 5.50,2 - 0 1,1,0,home
2025-04-18,30 838 Μπαρντ στλιχ 1.31 4.85 7.50,1 - 1 X,1,1,draw
2025-04-18,30 1638 Αλ Νασρ Ντουμπι Σρτζα 2.95 3.25 2.15,2 - 1 1,1,0,home
2025-04-18,30 1663 Ντεπρτες Τεμοκο Σαν Λοις 1.94 3.20 3.25,0 - 1 2,0,0,draw
2025-04-18,30 1664 Σαντιγο Γουντερερς Ντεπρτες Ρεκολτα 2.05 3.00 3.20,1 - 1 X,0,1,away
2025-04-18,45 839 Βαραζντν Χιντουκ Σπλιτ 4.15 2.90 1.94,1 - 1 X,1,0,home
2025-04-18,50 - Αλ Νασρ Κουβιτ Κχατν,2 - 1 1,1,0,home
2025-04-18,00 840 Μπρντμπι Νρτζελαντ 2.07 3.60 3.15,0 - 0 X,0,0,draw
2025-04-18,00 841 Σπρτινγκ Χιχν Μιρντες 2.62 2.90 2.82,3 - 1 1,1,0,home
2025-04-18,00 842 Πρτο Φαμαλικο 1.47 4.25 6.00,2 - 1 1,1,0,home
2025-04-18,00 843 UTA Αρντ Σπσι 2.90 3.05 2.27,1 - 1 X,1,1,draw
2025-04-18,00 844 Γαλατασαρι Μπντρουμ ΦΚ 1.23 5.75 10.25,2 - 0 1,1,0,home
2025-04-18,00 846 Χατασπρ Κνιασπορ 4.35 4.00 1.65,2 - 3 2,2,1,home
2025-04-18,00 847 Μανσα ΦΚ Ανκαραγκουτσο 2.95 3.30 2.18,2 - 1 1,2,0,home
2025-04-18,00 1611 Σετφ MC Ορν 1.67 3.00 5.00,1 - 0 1,0,0,draw
2025-04-18,00 1612 Ντανομπιο Μπστον Ρβερ 2.35 2.95 2.95,1 - 2 2,0,0,draw
2025-04-18,30 - Λτσιο Γ Νπολι Γ,2 - 1 1,2,0,home
2025-04-18,30 849 Λασκ Λντσερ WSG Τιρλ 1.64 3.75 4.85,2 - 0 1,0,0,draw
2025-04-18,30 850 Κεβιγ Ρουν 2.75 2.90 2.47,2 - 1 90 7,2,0,home
2025-04-18,30 851 Λε Μαν Νιμ 1.68 3.30 4.50,4 - 0 1,2,0,home
2025-04-18,30 853 Μπουλν Βερσαλλες 78 1.92 3.05 3.80,1 - 0 90 9,1,0,home
2025-04-18,30 854 Μπουργκ Περνας Κονκαρν 2.05 3.05 3.40,0 - 0 X,0,0,draw
2025-04-18,30 855 Νανσ Ομπνι 1.47 3.75 6.00,2 - 0 1,0,0,draw
2025-04-18,30 856 Ντιζν Βιλεφρνς 1.94 3.05 3.70,2 - 0 1,1,0,home
2025-04-18,30 857 Παρ 13 Ατλτικο Ορλεν 2.72 2.85 2.52,0 - 1 2,0,0,draw
2025-04-18,30 858 Σατορο Σοσ 2.77 2.95 2.42,1 - 0 1,1,0,home
2025-04-18,30 859 Λοζν Ουσ Ξαμξ 1.71 3.70 3.85,0 - 0 X,0,0,draw
2025-04-18,30 860 Μπελιντσνα Στντε Νιν 1.87 3.35 3.55,2 - 1 1,1,0,home
2025-04-18,30 1613 Ρτσαρντς Μπι Κιπ Τουν Στι 2.32 2.62 3.10,0 - 0 77,0,0,draw
2025-04-18,00 - Μντλεσμπρο U21 Γουστ Μπρομ U21,1 - 0 71,0,0,draw
2025-04-18,00 - στον Βλα U21 Λβερπουλ U21,2 - 1 71,0,1,away
2025-04-18,00 - Μντερκαντζ Ρασνγκ Ουνιν,0 - 4 71,0,4,away
2025-04-18,00 - Σαουθμπτον Γ Λντον Στι Λαονσες Γ,1 - 4 71,0,3,away
2025-04-18,00 - Ουνιν Τιτους Πετνγκε Φλα Ες,1 - 3 71,1,2,away
2025-04-18,00 861 ντερλεχτ U23 ΣΚ Μπβερεν 4.00 3.80 1.62,0 - 3 69,0,2,away
2025-04-18,00 862 Γκενκ U23 Λιρς Κεμπενζονν 2.95 3.40 2.02,1 - 3 70,1,3,away
2025-04-18,00 863 Ζολτε Βρεγκεμ RWD Μλενμπεεκ 2.30 3.20 2.65,1 - 1 69,1,0,home
2025-04-18,00 867 Κλαμπ Μπριζ U23 Φρανκ Μπορν 2.10 3.40 2.85,2 - 0 68,1,0,home
2025-04-18,00 868 Λμελ Ραλ Λα Λουβιρ 5.85 4.25 1.38,0 - 0 70,0,0,draw
2025-04-18,00 869 Πτρο Εσντν Μαασμχελεν ουπεν 1.55 3.80 4.50,1 - 0 71,0,0,draw
2025-04-18,00 870 Σερνγκ Λκερεν Τμσε 3.95 3.65 1.67,0 - 1 70,0,1,away
2025-04-18,00 871 Αζαξι Πο 2.47 3.05 2.85,1 - 1 73,0,1,away
2025-04-18,00 872 Αμιν Γκινγκμπ 4.75 3.70 1.67,2 - 2 68,2,1,home
2025-04-18,00 873 Δουνκρκη Γκρενμπλ 1.55 3.95 5.35,1 - 0 73,0,0,draw
2025-04-18,00 874 Καν Μαρτγκ 1.62 3.90 4.75,0 - 3 68,0,2,away
2025-04-18,00 875 Κλερμν Τρου 3.00 3.10 2.35,0 - 2 71,0,1,away
2025-04-18,00 876 Λαβλ Ροντ 2.87 3.30 2.32,2 - 0 73,1,0,home
2025-04-18,00 877 μεν λκμααρ Β 1.68 3.80 4.15,1 - 2 68,0,1,away
2025-04-18,00 878 Μαστριχτ Ουτρχτη Β 1.84 3.65 3.50,3 - 0 71,3,0,home
2025-04-18,00 879 Ντεν Μπος Φνλο 2.25 3.40 2.75,0 - 0 70,0,0,draw
2025-04-18,00 880 ΦΚ Αντχφεν Τελστρ 3.25 3.50 1.97,0 - 4 69,0,3,away
2025-04-18,00 881 Χλμοντ Σπορ Καμπορ 3.50 3.70 1.82,1 - 1 70,1,1,draw
2025-04-18,00 882 Αλ Καντισγια Αλ Νασρ Ριντ 2.85 3.35 2.17,1 - 0 70,1,0,home
2025-04-18,00 1614 Αλμπινολφε Αλκινε 1.60 3.35 4.75,0 - 0 68,0,0,draw
2025-04-18,00 1615 Αταλντα U23 Ουνιν Αρζινανοκιμπο 1.78 3.35 3.65,1 - 2 68,1,2,away
2025-04-18,00 1616 Βιτσντζα Τριεστνα 1.54 3.30 5.50,1 - 0 67,1,0,home
2025-04-18,00 1617 Καλντιρο Τρμε Λκο 2.30 2.90 2.82,1 - 0 68,1,0,home
2025-04-18,00 1618 Νοβρα Τρντο 2.60 2.85 2.52,2 - 0 68,1,0,home
2025-04-18,00 1619 Πντοβα Κλοντινσε 1.08 7.00 15.00,2 - 1 67,1,0,home
2025-04-18,00 1620 Προ Πατρα Λουμεζνε 2.12 2.95 3.10,1 - 0 68,0,0,draw
2025-04-18,00 1621 Ρεντε Περγκολετζε 2.15 2.82 3.20,1 - 1 68,1,1,draw
2025-04-18,00 1622 Τζινα Ερμνιο Βρτους Βερνα 2.00 2.90 3.45,0 - 0 68,0,0,draw
2025-04-18,00 1623 Φεραλπισλο Προ Βερτσλι 1.68 3.25 4.25,0 - 0 68,0,0,draw
2025-04-18,15 883 Ααρου Βαντοζ 1.54 4.00 4.75,1 - 1 54,0,1,away
2025-04-18,15 884 Ετουλ Καροζ Σαφχουζεν 1.45 4.15 5.50,0 - 0 54,0,0,draw
2025-04-18,30 - Θιουδδ Ντε Μπολιβρ Γκουτιρες,1 - 0,1,0,home
2025-04-18,30 885 Αντμρα Βκερ Στρπφινγκ Βιντεν 1.62 3.50 4.85,2 - 1,2,1,home
2025-04-18,30 1624 Βιγιαρελ Β Ιντερστι 1.64 3.50 4.50,0 - 0,0,0,draw
2025-04-18,30 1625 Γιουνιονστας Αρεντιρο 1.98 3.05 3.60,0 - 0,0,0,draw
2025-04-18,30 1626 Ιμπζα Ειβσα Σεβγια Ατλτικο 1.57 3.60 5.15,2 - 0,2,0,home
2025-04-18,30 1689 Κομουνικασινες Αρχεντνο Κλμες 2.35 2.65 3.05,0 - 1,0,1,away
2025-04-18,45 - Μικλεβερ Σπορτς Λικ Τουν,44,1,0,home
2025-04-18,45 886 Λρνε Λνφιλντ 2.77 3.05 2.30,43,0,1,away
2025-04-18,45 887 Ρεν Ναντ 1.84 3.60 4.15,45,1,0,home
2025-04-18,45 888 Γκλγουε Γιουνιτεντ Ντρι Στι 2.52 2.70 2.90,43,1,1,draw
2025-04-18,45 892 Γουτερφορντ Γιουνιτεντ Σλγκο Ρβερς 1.84 3.35 3.70,44,0,2,away
2025-04-18,45 893 Μπομιαν Κορκ Στι 1.47 3.85 5.85,43,0,0,draw
2025-04-18,45 894 Ντρχεντα Γιουνιτεντ Σλμπουρν 2.67 2.75 2.67,43,2,1,home
2025-04-18,45 895 Σεντ Πτρικς Σμροκ Ρβερς 2.77 2.85 2.50,43,1,1,draw
2025-04-18,45 896 θλοουν Τουν Γουξφορντ 2.37 3.15 2.67,44,0,0,draw
2025-04-18,45 897 Κουβ Ρμπλερς Γιου Σι Ντι 1.97 3.15 3.50,44,0,0,draw
2025-04-18,45 898 Μπρι Γουντερερς Λνγκφορντ Τουν 1.92 3.25 3.50,43,2,0,home
2025-04-18,45 899 Τρτι Γιουνιτεντ Ντνταλκ 4.75 3.65 1.61,40,0,0,draw
2025-04-18,45 907 Φιν Χαρπς Κρι 1.98 3.10 3.45,43,1,2,away
2025-04-18,45 908 Λβινγκστον ΕΡ Γιουνιτεντ 2.17 3.05 3.15,44,2,0,home
2025-04-18,45 1628 Μπργουελ Στουρμπριτζ 2.27 3.35 2.52,42,0,2,away
2025-04-18,00 - Σαν Αντνιο Μπολο Μπολο Νασιονλ Ποτσι,26,0,1,away
2025-04-18,00 909 ξφορντ Γιουνιτεντ Λιντς 7.85 4.85 1.35,30,0,0,draw
2025-04-18,00 910 Εσπανιλ Χετφε 2.80 2.65 3.05,28,0,0,draw
2025-04-18,00 911 Καστεγιν Αλμερα 2.30 3.40 2.82,29,0,1,away
2025-04-18,00 1629 Μιραμρ Μισινες Νασιονλ Μοντεβιδο 5.85 4.25 1.44,30,0,0,draw
2025-04-18,ΕΓΓΡΑΦΗ ΕΕΕΠ 21 ΠΑΙΞΕ ΥΠΕΥΘΥΝΑ ΕΓΓΡΑΦΗ ΕΕΕΠ 21 ΠΑΙΞΕ ΥΠΕΥΘΥΝΑ ΕΓΓΡΑΦΗ ΕΕΕΠ 21 ΠΑΙΞΕ ΥΠΕΥΘΥΝΑ ΕΓΓΡΑΦΗ ΕΕΕΠ 21 ΠΑΙΞΕ ΥΠΕΥΘΥΝΑ ΕΓΓΡΑΦΗ ΕΕΕΠ 21 ΠΑΙΞΕ ΥΠΕΥΘΥΝΑ ΕΓΓΡΑΦΗ ΕΕΕΠ 21 ΠΑΙΞΕ ΥΠΕΥΘΥΝΑ ΕΓΓΡΑΦΗ ΕΕΕΠ 21 ΠΑΙΞΕ ΥΠΕΥΘΥΝΑ ΕΓΓΡΑΦΗ ΕΕΕΠ 21 ΠΑΙΞΕ ΥΠΕΥΘΥΝΑ ΕΓΓΡΑΦΗ ΕΕΕΠ 21 ΠΑΙΞΕ ΥΠΕΥΘΥΝΑ ΕΓΓΡΑΦΗ ΕΕΕΠ 21 ΠΑΙΞΕ ΥΠΕΥΘΥΝΑ ΕΓΓΡΑΦΗ ΕΕΕΠ 21 ΠΑΙΞΕ ΥΠΕΥΘΥΝΑ Αναλσεις Πορτογαλα 1 λεςΓαλλα 1 Ισπανα 1 Πορτογαλα 1 λεςΓαλλα 1 Ισπανα 1 Πορτογαλα 1 Ρεν Ναντ,Εσπανιλ Χετφε 22,21,45,away
2025-04-18,Αναλσεις Πορτογαλα 1 λεςΓαλλα 1 Ισπανα 1 Πορτογαλα 1 λεςΓαλλα 1 Ισπανα 1 Πορτογαλα 1 Ρεν Ναντ,Εσπανιλ Χετφε 22,21,45,away
2025-04-18,Πορτογαλα 1 λεςΓαλλα 1 Ισπανα 1 Πορτογαλα 1 λεςΓαλλα 1 Ισπανα 1 Πορτογαλα 1 Ρεν Ναντ,Εσπανιλ Χετφε 22,21,45,away
2025-04-18,Πργραμμα Παρασκευ,COSMOTE SPORT 9 HD Αρμνι Μιλνο - Κρεμνα Παρασκευ 21,21,30,away
2025-04-18,Παρασκευ,COSMOTE SPORT 9 HD Αρμνι Μιλνο - Κρεμνα Παρασκευ 21,21,30,away
2025-04-18,Παρασκευ,COSMOTE SPORT 9 HD Αρμνι Μιλνο - Κρεμνα,21,30,away
2025-04-18,Παρασκευ,Novasports Prime Ρελ Μαδρτης - Μπγερν Μονχου,21,45,away
2025-04-18,Παρασκευ,COSMOTE SPORT 2 HD ξφορντ Γιουνιτεντ - Λιντς,22,0,home
2025-04-18,210 9237777 ΠΑΙΞΕ ΥΠΕΥΘΥΝΑ AGONES.GR,s40,2009,2025,away
2025-04-18,AGONES.GR,s40,2009,2025,away
